relation,count,distinct_heads,distinct_tails,distinct_pairs,specificity
được tiếp tục cải tiến,2,2,2,2,1.0
thể hiện tính chất,2,2,2,2,1.0
được hưởng đầy đủ theo,2,2,1,2,1.0
sáng tạo,2,2,2,2,1.0
thuộc phạm vi tuyển dụng của,2,2,1,2,1.0
có kinh nghiệm hơn,2,2,1,2,1.0
được trang bị cho,2,2,2,2,1.0
cần thành thạo,2,1,2,2,1.0
bao gồm chi phí,2,1,2,2,1.0
tiếp tục tuyển dụng,2,1,2,2,1.0
đăng tuyển dụng,2,1,2,2,1.0
xem xét là lợi thế,2,2,2,2,1.0
yêu cầu phẩm chất,2,1,2,2,1.0
quản trị,2,1,2,2,1.0
cấu hình và vận hành,2,1,2,2,1.0
hiểu biết,2,1,2,2,1.0
yêu cầu ảnh,2,1,2,2,1.0
tối đa,2,2,2,2,1.0
có lĩnh vực kinh doanh,2,1,2,2,1.0
là địa điểm làm việc của,2,2,2,2,1.0
được chi bổ sung thu nhập theo,2,1,2,2,1.0
cung cấp nền tảng,2,1,2,2,1.0
có nội dung gồm,2,2,2,2,1.0
là giảng đường cho,2,2,1,2,1.0
có tối thiểu,2,2,2,2,1.0
lấy ý kiến phản hồi,2,2,2,2,1.0
được thực hiện đợt,2,2,2,2,1.0
bao gồm bước,2,1,2,2,1.0
gửi qua,2,2,2,2,1.0
có điều chỉnh,2,2,2,2,1.0
cập nhật tính đến,2,2,1,2,1.0
thống kê tính đến,2,1,2,2,1.0
đủ điều kiện nhận,2,2,2,2,1.0
thuộc nhóm với,2,2,2,2,1.0
đề tài,2,2,2,2,1.0
có mặt tại,2,2,2,2,1.0
tham gia nếu,2,2,1,2,1.0
thu học phí từ,2,1,2,2,1.0
đưa vào sử dụng,2,2,1,2,1.0
nhập học tại,2,2,2,2,1.0
đưa vào thử nghiệm,2,1,2,2,1.0
có Bí thư,2,2,2,2,1.0
lan tỏa đến,2,1,2,2,1.0
là lĩnh vực hợp tác của,2,1,2,2,1.0
triển khai với,2,1,2,2,1.0
là đề tài của,2,2,2,2,1.0
ghi bởi,2,2,1,2,1.0
xét đề nghị của,2,1,1,1,2.0
để thông báo cho,2,1,2,2,1.0
chưa hoàn thành nghĩa vụ,2,1,2,2,1.0
được lưu ở,2,2,1,2,1.0
hạn gửi trước,2,2,2,2,1.0
phải khớp với,2,2,1,2,1.0
cần ý kiến đồng ý của,2,1,2,2,1.0
được học vào,2,1,2,2,1.0
biểu thị,2,2,2,2,1.0
được trích theo,2,2,2,2,1.0
không thực hiện,2,2,2,2,1.0
thông báo về việc nghỉ,2,1,2,2,1.0
nghỉ học vào,2,2,2,2,1.0
được sắp xếp bởi,2,2,1,2,1.0
phải ghi trong nội dung,2,1,2,2,1.0
được áp dụng mức,2,1,2,2,1.0
chuyển sang học tại,2,1,2,2,1.0
được đăng ký theo,2,2,2,2,1.0
nhận trong,2,2,2,2,1.0
ký nhận vào,2,2,2,2,1.0
địa điểm chương trình,2,2,2,2,1.0
nhằm vận động,2,1,2,2,1.0
có thời hạn tối đa,2,2,1,2,1.0
không phải thực hiện,2,2,1,2,1.0
được xét cấp,2,2,2,2,1.0
có mô tả trong,2,1,2,2,1.0
nêu chi tiết về,2,2,1,2,1.0
học chương trình,2,2,2,2,1.0
chỉ tiêu tuyển sinh dự kiến,2,2,2,2,1.0
duy trì hiệu lực,2,1,2,2,1.0
có năm 2022,2,2,1,2,1.0
được giáo sư người Nga cảm phục,2,1,2,2,1.0
quyết định bởi,2,1,2,2,1.0
giảng bài,2,2,2,2,1.0
có tham dự bởi,2,2,2,2,1.0
được xem là dịp để,2,1,2,2,1.0
đề nghị xét tặng,2,1,2,2,1.0
được xét lần,2,2,1,2,1.0
có thành phần từ,2,1,2,2,1.0
cần đạt tối thiểu,2,2,2,2,1.0
được sáng lập bởi,2,2,2,2,1.0
là năm thứ,2,2,2,2,1.0
dành cho người học,2,1,2,2,1.0
để học,2,1,2,2,1.0
có minh chứng kèm theo,2,1,2,2,1.0
được thu,2,2,2,2,1.0
là mức kỷ luật đối với,2,2,2,2,1.0
được cấp cùng,2,2,1,2,1.0
là điều kiện tham dự,2,2,1,2,1.0
dự kiến tháng,2,1,2,2,1.0
dựa trên đề xuất của,2,1,2,2,1.0
nghỉ chiều vào,2,1,2,2,1.0
bắt đầu học từ,2,2,2,2,1.0
triển khai năm,2,2,2,2,1.0
cho kỳ thi,2,2,2,2,1.0
được nêu trong điều kiện,2,2,2,2,1.0
trừ lớp,2,1,2,2,1.0
chú trọng tuyển dụng,2,1,2,2,1.0
đối tượng theo ngành,2,1,2,2,1.0
tìm hiểu qua,2,1,2,2,1.0
dạng,2,2,2,2,1.0
quá hạn,2,2,2,2,1.0
có văn bản,2,2,2,2,1.0
được bầu năm,2,1,2,2,1.0
hăng say,2,1,2,2,1.0
công bố danh sách,2,2,2,2,1.0
tán thành đề nghị xét tặng,2,1,2,2,1.0
được xét tặng năm,2,2,1,2,1.0
hướng dẫn triển khai,2,1,2,2,1.0
nghiệm thu,2,1,2,2,1.0
có thể trình lên,2,2,1,2,1.0
hợp tác thành lập,2,2,1,2,1.0
thực hiện nhiệm vụ lấy ý kiến phản hồi,2,1,2,2,1.0
thực hiện theo hướng dẫn của,2,2,2,2,1.0
thực hiện hướng dẫn của,2,1,1,1,2.0
chọn để đánh giá,2,1,2,2,1.0
cho phép chọn,2,1,2,2,1.0
liên hệ theo,2,1,2,2,1.0
mục tiêu tạo điều kiện cho,2,1,2,2,1.0
ban hành văn bản,2,2,2,2,1.0
"có nồng độ PM2,5",2,2,1,2,1.0
bao gồm thông tin về,2,1,2,2,1.0
xử lý dữ liệu bằng,2,1,2,2,1.0
hỗ trợ trong quá trình,2,1,2,2,1.0
nơi bảo vệ tại,2,2,2,2,1.0
đã trúng tuyển,2,2,2,2,1.0
được phản hồi bởi,2,2,1,2,1.0
điều chỉnh thời gian,2,1,2,2,1.0
được chuẩn bị để,2,2,2,2,1.0
tham gia giảng dạy trong,2,2,1,2,1.0
có người tham gia là,2,2,1,2,1.0
đề xuất với,2,1,2,2,1.0
tuyển dụng số lượng,2,2,1,2,1.0
diễn ra trong thời gian,2,2,2,2,1.0
nộp trước hạn,2,2,1,2,1.0
hiện nay là,2,1,2,2,1.0
nội dung liên quan,2,1,2,2,1.0
liên quan đến chủ đề,2,2,1,2,1.0
được lui,2,1,2,2,1.0
là kết quả của,2,2,2,2,1.0
thuộc tháng,2,1,2,2,1.0
thực hiện thi hành,2,2,1,2,1.0
được đào tạo miễn phí,2,1,2,2,1.0
đã được thông báo đến,2,1,2,2,1.0
liên quan đến khoản nợ sách của,2,1,2,2,1.0
được tổ chức bảo vệ cấp,2,2,1,2,1.0
đã tham dự,2,1,2,2,1.0
đăng tải thông tin về,2,1,2,2,1.0
được duyệt,2,2,2,2,1.0
đăng thông tin,2,2,2,2,1.0
được gửi thông tin kết quả,2,1,1,1,2.0
được học với nội dung,2,1,2,2,1.0
đánh giá cao về,2,1,2,2,1.0
là nơi các sinh viên,2,1,2,2,1.0
được bổ nhiệm trong,2,2,1,2,1.0
được xuất bản bằng tiếng,2,2,2,2,1.0
có sách về,2,1,2,2,1.0
được tổ chức giữa,2,1,2,2,1.0
được triển khai nhằm tăng cường,2,2,1,2,1.0
nghiên cứu và làm việc tại,2,1,2,2,1.0
diễn ra sự kiện ký kết giữa,2,1,2,2,1.0
có môi trường để,2,1,2,2,1.0
cắt băng khánh thành,2,2,1,2,1.0
xếp năm,2,2,1,2,1.0
nợ sách,2,1,2,2,1.0
nợ sách tại,2,1,2,2,1.0
điểm đạt,2,2,1,2,1.0
được chia theo,2,2,2,2,1.0
mang số,2,2,2,2,1.0
gửi thông báo cho,2,2,2,2,1.0
có thông tin chi tiết tại,2,2,2,2,1.0
tải lên,2,2,2,2,1.0
vì lý do,2,2,2,2,1.0
do đại diện bởi,2,1,2,2,1.0
theo định hướng chuyên sâu,2,2,1,2,1.0
bị chấm dứt đối với,2,1,2,2,1.0
tiến vào,2,2,1,2,1.0
tổ chức lúc,2,2,2,2,1.0
là tập đoàn,2,2,1,2,1.0
cung cấp liên hệ qua điện thoại,2,1,2,2,1.0
không chờ,2,1,2,2,1.0
"chỉ tiêu XTT, ƯTXT",2,2,2,2,1.0
chỉ tiêu ĐGNL,2,2,2,2,1.0
theo xu hướng,2,1,1,1,2.0
cùng tổ hợp,2,1,2,2,1.0
đại diện tổ hợp,2,2,2,2,1.0
được xác định bằng,2,1,2,2,1.0
được gợi ý đăng ký,2,1,2,2,1.0
được tìm hiểu qua,2,2,2,2,1.0
bao gồm mã,2,1,2,2,1.0
được quy đổi để thay cho,2,2,1,2,1.0
quy đổi theo,2,1,2,2,1.0
có kênh,2,1,1,1,2.0
được nhắc đến cùng với,2,2,2,2,1.0
yêu cầu điểm từ,2,2,2,2,1.0
ưu tiên xét tuyển,2,1,2,2,1.0
phải đưa ra,2,2,2,2,1.0
có thể làm tại,2,2,2,2,1.0
được mã hóa là,2,2,2,2,1.0
tham gia đăng ký lại,2,2,1,2,1.0
phải đạt ngưỡng,2,2,2,2,1.0
có ngành đào tạo,2,2,2,2,1.0
có trang bị,2,2,1,2,1.0
vận dụng linh hoạt kiến thức vào,2,1,2,2,1.0
khuyên vào,2,1,2,2,1.0
chỉ tiêu xét tuyển,2,2,1,2,1.0
tổ chức cho năm,2,1,2,2,1.0
liên hệ bằng điện thoại,2,1,2,2,1.0
là nội dung kiến thức trong,2,2,1,2,1.0
là thành viên tham gia,2,2,2,2,1.0
dẫn đến ưu tiên,2,2,2,2,1.0
được đánh giá đối với,2,1,2,2,1.0
theo ngành phù hợp với,2,2,2,2,1.0
đăng nhập tại,2,1,2,2,1.0
có thể tải tại,2,2,2,2,1.0
trình kèm,2,2,2,2,1.0
có thang điểm,2,1,2,2,1.0
mức điểm 2023 (IELTS/TOEFL iBT),2,2,2,2,1.0
điểm 2022 (SAT),2,2,2,2,1.0
được nhân với,2,2,2,2,1.0
công bố điểm chuẩn theo,2,2,1,2,1.0
đoạt giải chính thức trong,2,1,2,2,1.0
mang lại khả năng trở thành,2,1,2,2,1.0
hỏi đáp về,2,1,2,2,1.0
mở rộng bằng hợp tác,2,1,2,2,1.0
được sự quan tâm ủng hộ bởi,2,1,2,2,1.0
cung cấp thông tin tuyển sinh tại,2,1,2,2,1.0
phối hợp giữa,2,1,2,2,1.0
dùng chứng chỉ,2,1,2,2,1.0
kết hợp môn thi,2,1,2,2,1.0
khởi nghiệp bằng,2,2,2,2,1.0
được điều khiển bằng,2,2,1,2,1.0
không quan tâm đến,2,2,2,2,1.0
bổ trợ,2,1,2,2,1.0
hợp tác để nghiên cứu,2,1,2,2,1.0
liên quan mức,2,2,2,2,1.0
dựa trên phân tích,2,1,2,2,1.0
được cho là cái nôi của,2,2,1,2,1.0
thực hiện cách làm,2,1,2,2,1.0
phù hợp với ngành theo,2,2,2,2,1.0
được coi trọng trong,2,2,2,2,1.0
được nêu như ví dụ,2,2,2,2,1.0
thích hợp với,2,1,2,2,1.0
có trình độ cao được đào tạo từ,2,2,2,2,1.0
liên quan mã ngành,2,1,2,2,1.0
được xét học hàm/học vị,2,2,2,2,1.0
được xét học vị,2,2,2,2,1.0
được tổ chức hàng năm,2,2,2,2,1.0
có phần mềm,2,1,2,2,1.0
xét tuyển bằng,2,1,2,2,1.0
tiếp tục áp dụng,2,1,2,2,1.0
sẽ dự thi,2,1,2,2,1.0
nghiên cứu từ,2,2,1,2,1.0
vẫn đang,2,2,1,2,1.0
là nguồn động lực,2,1,2,2,1.0
bên cạnh,2,2,2,2,1.0
có cơ hội làm việc trong,2,1,2,2,1.0
dùng chung với,2,2,2,2,1.0
là nữ,2,2,1,2,1.0
thi đấu ở,2,1,2,2,1.0
tranh thủ luyện tập vào,2,1,2,2,1.0
được tiếp cận với,2,1,2,2,1.0
có cuộc thi,2,1,2,2,1.0
có kinh nghiệm và thành tích trong,2,1,2,2,1.0
có cơ hội tiếp tục học tập tại,2,1,2,2,1.0
nhận tiền từ,2,1,2,2,1.0
có đủ năng lực để học lên,2,1,2,2,1.0
trao giải Nhất cho,2,2,1,2,1.0
xuất khẩu,2,2,2,2,1.0
yêu cầu sử dụng thống nhất,2,1,2,2,1.0
được tổ chức thi,2,2,1,2,1.0
được quy đổi để ghi vào,2,2,1,2,1.0
làm căn cứ xét,2,1,2,2,1.0
có thể công bố,2,1,2,2,1.0
đạt dưới,2,1,2,2,1.0
để hoàn thành,2,2,2,2,1.0
đề nghị xét công nhận,2,2,2,2,1.0
được chuyển đổi tín chỉ theo,2,2,1,2,1.0
được dùng để xem xét,2,1,2,2,1.0
không trái với,2,1,1,1,2.0
đáp ứng minh chứng,2,2,1,2,1.0
được thông báo công khai trên,2,2,1,2,1.0
chỉ được chấp nhận sau khi,2,2,2,2,1.0
căn cứ quy định tại,2,1,2,2,1.0
thực hiện theo đề nghị của,2,1,2,2,1.0
được ghi kèm,2,1,2,2,1.0
bị kỷ luật ở mức,2,1,2,2,1.0
sử dụng thống nhất,2,1,2,2,1.0
đồng ý nhận hướng dẫn,2,2,2,2,1.0
có thời gian đào tạo chuẩn,2,2,2,2,1.0
không tán thành,2,2,1,2,1.0
mốc thời gian tính,2,1,2,2,1.0
có bảng cho,2,1,2,2,1.0
phải đăng ký,2,2,2,2,1.0
có điểm trung bình chung học tập bậc THPT từ,2,2,1,2,1.0
điều kiện nhận,2,1,2,2,1.0
do xét theo,2,1,2,2,1.0
nguồn từ,2,2,2,2,1.0
có kết quả trong,2,1,2,2,1.0
được Bộ Lao động - Thương binh và Xã hội cử đi,2,2,1,2,1.0
được thiết kế trên cơ sở,2,1,2,2,1.0
về môn,2,2,2,2,1.0
được khai thác và sử dụng cho,2,1,2,2,1.0
dành cho hoạt động,2,1,2,2,1.0
được quyết định theo,2,2,2,2,1.0
gồm ít nhất,2,2,1,2,1.0
từ mức đánh giá,2,1,2,2,1.0
được dùng để đăng ký,2,1,2,2,1.0
không trong,2,1,2,2,1.0
quyết định theo,2,1,2,2,1.0
được cộng cho,2,1,2,2,1.0
quy định tại,2,2,2,2,1.0
được niêm yết tại,2,2,2,2,1.0
quy định và giao nhiệm vụ cho,2,1,2,2,1.0
quy định chi tiết,2,1,2,2,1.0
không kể,2,1,2,2,1.0
lập hồ sơ đề nghị,2,1,2,2,1.0
ra quyết định theo đề nghị của,2,1,2,2,1.0
không hướng dẫn,2,1,2,2,1.0
có thể được thực hiện,2,1,2,2,1.0
không đạt yêu cầu kiểm tra/thẩm định,2,2,1,2,1.0
đạt ngưỡng,2,2,1,2,1.0
đáp ứng tiêu chuẩn tại,2,1,2,2,1.0
được xem xét khi có,2,1,2,2,1.0
là nội dung,2,2,1,2,1.0
có thể phát hiện,2,2,1,2,1.0
được sửa đổi bổ sung bởi,2,1,2,2,1.0
and then,2,2,2,2,1.0
and includes,2,2,2,2,1.0
có thể lên đến,1,1,1,1,1.0
được mở ra tại,1,1,1,1,1.0
được mở ra vào năm,1,1,1,1,1.0
được Nhà nước quan tâm và chú trọng đầu tư,1,1,1,1,1.0
thực hành trong,1,1,1,1,1.0
từng là chuyên,1,1,1,1,1.0
tốt nghiệp thủ khoa ngành,1,1,1,1,1.0
được tuyên truyền đảm bảo,1,1,1,1,1.0
trao quà cho,1,1,1,1,1.0
động viên giúp đỡ,1,1,1,1,1.0
tưởng niệm,1,1,1,1,1.0
lĩnh vực nổi bật,1,1,1,1,1.0
có thông tin tuyển sinh,1,1,1,1,1.0
yêu cầu tiếng Anh quốc tế,1,1,1,1,1.0
kết hợp điểm,1,1,1,1,1.0
nơi nhận,1,1,1,1,1.0
được ký kết ngày,1,1,1,1,1.0
thiết lập quan hệ hợp tác với,1,1,1,1,1.0
là Trưởng phòng KHCN&HTPT của,1,1,1,1,1.0
là Trưởng phòng Công tác sinh viên của,1,1,1,1,1.0
là Chủ nhiệm khoa Công nghệ Thông tin của,1,1,1,1,1.0
là Phó Chủ nhiệm của,1,1,1,1,1.0
là Tổng Giám đốc của,1,1,1,1,1.0
có đại diện lãnh đạo,1,1,1,1,1.0
nhằm phát huy thế mạnh,1,1,1,1,1.0
được tổ chức lại theo quyết định,1,1,1,1,1.0
nghiên cứu thuộc lĩnh vực,1,1,1,1,1.0
phát triển và thử nghiệm,1,1,1,1,1.0
theo phương châm,1,1,1,1,1.0
có Phó Giám đốc,1,1,1,1,1.0
có Chuyên viên hành chính,1,1,1,1,1.0
được tuyển sinh từ,1,1,1,1,1.0
không đứng ngoài,1,1,1,1,1.0
đáp ứng bởi,1,1,1,1,1.0
có nhiều chính sách hỗ trợ,1,1,1,1,1.0
khuyến khích phát triển,1,1,1,1,1.0
ban hành chiến lược,1,1,1,1,1.0
có mốc đến,1,1,1,1,1.0
được dự đoán,1,1,1,1,1.0
là vật liệu của,1,1,1,1,1.0
tốt nghiệp thủ khoa,1,1,1,1,1.0
được tốt nghiệp bởi,1,1,1,1,1.0
là cơ sở đoàn trực thuộc,1,1,1,1,1.0
được bầu trong số,1,1,1,1,1.0
ký kết văn bản,1,1,1,1,1.0
là đơn vị của,1,1,1,1,1.0
gặp gỡ nhằm thúc đẩy,1,1,1,1,1.0
là đối tác trong,1,1,1,1,1.0
đạt giải nhì tại,1,1,1,1,1.0
đưa tin trong,1,1,1,1,1.0
đơn vị đăng cai,1,1,1,1,1.0
được lấy ý tưởng từ,1,1,1,1,1.0
áp dụng thông tin,1,1,1,1,1.0
được báo cáo bởi,1,1,1,1,1.0
được ưu tiên trước,1,1,1,1,1.0
nên có,1,1,1,1,1.0
từng bước trưởng thành,1,1,1,1,1.0
đang,1,1,1,1,1.0
được thu hút bởi,1,1,1,1,1.0
được ghi kèm theo,1,1,1,1,1.0
tăng lên vị trí,1,1,1,1,1.0
đứng đầu về,1,1,1,1,1.0
từng xếp vào nhóm,1,1,1,1,1.0
dựa trên tiêu chí,1,1,1,1,1.0
được ghi nhận theo,1,1,1,1,1.0
đánh giá kết quả năm học,1,1,1,1,1.0
báo cáo tổng kết cho,1,1,1,1,1.0
báo cáo kế hoạch cho,1,1,1,1,1.0
được xếp hạng trong nhóm,1,1,1,1,1.0
không tách rời với,1,1,1,1,1.0
được thiết kế như,1,1,1,1,1.0
được tổ chức/diễn ra cùng,1,1,1,1,1.0
nhìn nhận,1,1,1,1,1.0
sử dụng hiệu quả,1,1,1,1,1.0
nâng cao hiệu quả,1,1,1,1,1.0
chú trọng tăng cường,1,1,1,1,1.0
xây dựng nhanh chóng tại,1,1,1,1,1.0
là hội thảo thường niên,1,1,1,1,1.0
nhằm xuất bản,1,1,1,1,1.0
từng theo học,1,1,1,1,1.0
thực hiện lộ trình,1,1,1,1,1.0
đặc biệt phát triển,1,1,1,1,1.0
ký vào ngày,1,1,1,1,1.0
giao cho,1,1,1,1,1.0
là đơn vị thường trực của,1,1,1,1,1.0
thành lập năm 2016,1,1,1,1,1.0
được liệt kê với,1,1,1,1,1.0
có sự phát biểu tại,1,1,1,1,1.0
được hoàn thành đúng tiến độ tại,1,1,1,1,1.0
được lắp đặt trong,1,1,1,1,1.0
thực tập và học tập tại,1,1,1,1,1.0
được thiết lập tại,1,1,1,1,1.0
có kết quả bằng,1,1,1,1,1.0
quản lý và xúc tiến kinh doanh,1,1,1,1,1.0
ký kết thỏa thuận hợp tác tại,1,1,1,1,1.0
chú trọng đào tạo,1,1,1,1,1.0
có điểm trúng tuyển,1,1,1,1,1.0
năm 2023 đạt,1,1,1,1,1.0
cung cấp cho xã hội,1,1,1,1,1.0
khảo sát vào,1,1,1,1,1.0
khảo sát đến,1,1,1,1,1.0
được Nhà trường chú trọng phát triển,1,1,1,1,1.0
từ khi thành lập,1,1,1,1,1.0
đến nay,1,1,1,1,1.0
được thúc đẩy theo,1,1,1,1,1.0
cần xác nhận của,1,1,1,1,1.0
có số lượng ứng viên được triệu tập,1,1,1,1,1.0
có số lượng ứng viên đủ điều kiện,1,1,1,1,1.0
có số lượng ứng viên không đủ điều kiện,1,1,1,1,1.0
được ban hành tại cuộc họp ngày,1,1,1,1,1.0
chinh phục công nghệ,1,1,1,1,1.0
được chế tạo trong vỏ,1,1,1,1,1.0
nêu thông điệp,1,1,1,1,1.0
liên quan đến ngành,1,1,1,1,1.0
có đề cương nghiên cứu,1,1,1,1,1.0
có hồ sơ chuyên môn,1,1,1,1,1.0
thi tại,1,1,1,1,1.0
có lịch thời gian,1,1,1,1,1.0
đào tạo ra,1,1,1,1,1.0
tham gia thúc đẩy,1,1,1,1,1.0
là trường đầu tiên đào tạo,1,1,1,1,1.0
cần khoảng,1,1,1,1,1.0
nhắn gửi,1,1,1,1,1.0
gợi ý,1,1,1,1,1.0
yêu cầu chọn thêm,1,1,1,1,1.0
có mã số đề xuất,1,1,1,1,1.0
sử dụng ngôn ngữ đào tạo,1,1,1,1,1.0
có mục tiêu tổng quan,1,1,1,1,1.0
được đào tạo để thực hiện,1,1,1,1,1.0
với vấn đề,1,1,1,1,1.0
tham dự theo kế hoạch,1,1,1,1,1.0
không tụ tập,1,1,1,1,1.0
có các khu vực công cộng khác,1,1,1,1,1.0
được nhóm nghiên cứu bắt đầu thực hiện,1,1,1,1,1.0
liên quan giai đoạn,1,1,1,1,1.0
có quy định về,1,1,1,1,1.0
ban hành quy chế đào tạo đại học,1,1,1,1,1.0
trao trong học kỳ,1,1,1,1,1.0
được thành lập tại sự kiện,1,1,1,1,1.0
do anh làm Chủ tịch,1,1,1,1,1.0
để tư vấn và hỗ trợ,1,1,1,1,1.0
nhằm hỗ trợ kịp thời,1,1,1,1,1.0
tham gia đối thoại,1,1,1,1,1.0
góp phần đào tạo,1,1,1,1,1.0
từng được coi là,1,1,1,1,1.0
được quyết định đăng kí nguyện vọng,1,1,1,1,1.0
không tồn tại,1,1,1,1,1.0
không thích,1,1,1,1,1.0
tin tưởng và ủng hộ,1,1,1,1,1.0
là sinh viên năm thứ nhất,1,1,1,1,1.0
giúp tạo,1,1,1,1,1.0
luôn cho rằng,1,1,1,1,1.0
bị xem là,1,1,1,1,1.0
dừng việc,1,1,1,1,1.0
không nên tin rằng,1,1,1,1,1.0
cho kì,1,1,1,1,1.0
đề cập tham gia,1,1,1,1,1.0
sử dụng ngôn ngữ,1,1,1,1,1.0
còn giá trị tối thiểu đến,1,1,1,1,1.0
ghi nội dung,1,1,1,1,1.0
được sinh viên tìm hiểu,1,1,1,1,1.0
là nơi nộp hồ sơ,1,1,1,1,1.0
trước thứ,1,1,1,1,1.0
liên tiếp đạt,1,1,1,1,1.0
nơi,1,1,1,1,1.0
có âm thanh,1,1,1,1,1.0
cơ quan điều hành đặt tại,1,1,1,1,1.0
có điểm dừng gần,1,1,1,1,1.0
chạy đến,1,1,1,1,1.0
qua ngã 4,1,1,1,1,1.0
nối đến,1,1,1,1,1.0
điểm đến theo tuyến,1,1,1,1,1.0
liền kề,1,1,1,1,1.0
cạnh,1,1,1,1,1.0
lặp chuyến,1,1,1,1,1.0
là trạm trung chuyển của,1,1,1,1,1.0
liên quan thời gian,1,1,1,1,1.0
ở gần,1,1,1,1,1.0
đại diện báo cáo,1,1,1,1,1.0
được đặt kế hoạch cho,1,1,1,1,1.0
đồng thuận với,1,1,1,1,1.0
cũng có bài phát biểu tại,1,1,1,1,1.0
nhằm đưa,1,1,1,1,1.0
cần đưa ra,1,1,1,1,1.0
cần ban hành,1,1,1,1,1.0
hằng năm cần,1,1,1,1,1.0
được dùng để tìm ra,1,1,1,1,1.0
được dùng để phân tích,1,1,1,1,1.0
được ước tính tại,1,1,1,1,1.0
có tốc độ,1,1,1,1,1.0
được phân loại,1,1,1,1,1.0
đề cập đến chương trình,1,1,1,1,1.0
tiếp đón đoàn do,1,1,1,1,1.0
nhất là,1,1,1,1,1.0
được tổ chức miễn phí cho,1,1,1,1,1.0
có thể truy cập từ,1,1,1,1,1.0
được học theo hình thức,1,1,1,1,1.0
mục tiêu đạt,1,1,1,1,1.0
được tổ chức để chia sẻ,1,1,1,1,1.0
được gọi tắt từ,1,1,1,1,1.0
có cơ sở tổ chức,1,1,1,1,1.0
được gắn kết hơn nhờ,1,1,1,1,1.0
trao đổi cùng,1,1,1,1,1.0
tồn tại với,1,1,1,1,1.0
diễn ra xét,1,1,1,1,1.0
được lựa chọn làm,1,1,1,1,1.0
có chiến lược đến,1,1,1,1,1.0
hứa hẹn mở đầu cho,1,1,1,1,1.0
được xác minh bằng,1,1,1,1,1.0
được phát triển để,1,1,1,1,1.0
là nơi đăng,1,1,1,1,1.0
được đưa ra trong,1,1,1,1,1.0
có thể được đề xuất trong,1,1,1,1,1.0
được xác nhận thông qua,1,1,1,1,1.0
đã tham gia hoạt động chuyên môn với,1,1,1,1,1.0
am hiểu lĩnh vực,1,1,1,1,1.0
đánh giá đối với,1,1,1,1,1.0
nêu mức độ ủng hộ cho,1,1,1,1,1.0
cam kết thực hiện,1,1,1,1,1.0
được in từ,1,1,1,1,1.0
được yêu cầu trong trường hợp,1,1,1,1,1.0
khai báo,1,1,1,1,1.0
cam kết và chịu trách nhiệm về,1,1,1,1,1.0
khai báo theo,1,1,1,1,1.0
là trường thành viên của,1,1,1,1,1.0
tiên phong tiếp cận,1,1,1,1,1.0
tạo ra sự bứt phá trong,1,1,1,1,1.0
được cử đi,1,1,1,1,1.0
có uy tín trong,1,1,1,1,1.0
có SĐT,1,1,1,1,1.0
có Email,1,1,1,1,1.0
áp dụng cho năm,1,1,1,1,1.0
bầu/giữ,1,1,1,1,1.0
cùng cộng sự phát triển,1,1,1,1,1.0
gây bệnh trên,1,1,1,1,1.0
dùng để ức chế,1,1,1,1,1.0
đam mê nghiên cứu về,1,1,1,1,1.0
có công trình giải,1,1,1,1,1.0
được giải vào,1,1,1,1,1.0
